"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Australasian Line', 100)",('Canadian Australasian Line,100,"('Canadian Australasian Line', 100)","('Canadian Grocer', 70)","('Chinese Canadian Association', 70)"
"('Canadian Australasian Line', 100)",('Canadian Australasian Line,100,"('Canadian Australasian Line', 100)","('Canadian Grocer', 70)","('Chinese Canadian Association', 70)"
"('Canadian Pacific Steamship Company', 100)",('Canadian Pacific Steamship Company,100,"('Canadian Pacific Steamship Company', 100)","('Canadian Pacific Steamship Company', 100)","('Canadian Pacific Railway Company', 86)"
"('Chinese Benevolent Association (Vancouver, B.C.)', 100)","('Chinese Benevolent Association (Vancouver, B.C.)",100,"('Chinese Benevolent Association (Vancouver, B.C.)', 100)","('Anti-Chinese Association', 88)","(""Chinese Peddlers' Association of Vancouver"", 83)"
"('Chinese Benevolent Association (Vancouver, B.C.)', 100)","('Chinese Benevolent Association (Vancouver, B.C.)",100,"('Chinese Benevolent Association (Vancouver, B.C.)', 100)","('Anti-Chinese Association', 88)","(""Chinese Peddlers' Association of Vancouver"", 83)"
"('Chinese Cultural Centre of Vancouver', 100)",('Chinese Cultural Centre of Vancouver,100,"('Chinese Cultural Centre of Vancouver', 100)","('City of Vancouver', 83)","('Vancouver Sun', 82)"
"('Chinese Cultural Centre of Vancouver', 100)",('Chinese Cultural Centre of Vancouver,100,"('Chinese Cultural Centre of Vancouver', 100)","('City of Vancouver', 83)","('Vancouver Sun', 82)"
"('Canada', 100)",('Canada,100,"('Chinese Nationalist League of Canada', 100)","('Chinese Nationalist League', 100)","('Chinese Nationalist League of Canada', 100)"
"('Chinese Public School in Vancouver', 100)",('Chinese Public School in Vancouver,100,"('Chinese Public School in Victoria', 87)","('Chinese Public School in Victoria', 87)","('Vancouver Sun', 82)"
"('Chinese Public School in Vancouver', 100)",('Chinese Public School in Vancouver,100,"('Chinese Public School in Victoria', 87)","('Chinese Public School in Victoria', 87)","('Vancouver Sun', 82)"
"('Chinese Public School in Victoria', 100)",('Chinese Public School in Victoria,100,"('Chinese Public School in Vancouver', 87)","('Chinese Public School in Vancouver', 87)","('Yip, Victoria', 80)"
"(""Chinese United Growers' Association"", 100)","(""Chinese United Growers' Association",100,"('Anti-Chinese Association', 88)","('Chinese Canadian Association', 81)","(""Chinese Student's Association"", 79)"
"('Chung, Wallace B.', 100)","('Chung, Wallace B.",100,"('Chung, Wallace B.', 100)","('Wallace B. Chung and Madeline H. Chung', 100)","('Chung, Nye', 71)"
"('Chung, Wallace B.', 100)","('Chung, Wallace B.",100,"('Chung, Wallace B.', 100)","('Wallace B. Chung and Madeline H. Chung', 100)","('Chung, Nye', 71)"
"('Chung, Wallace B.', 100)","('Chung, Wallace B.",100,"('Chung, Wallace B.', 100)","('Wallace B. Chung and Madeline H. Chung', 100)","('Chung, Nye', 71)"
"('City of North Vancouver', 100)",('City of Vancouver,100,"('Vancouver Sun', 82)","('Vancouver Sun', 82)","('Hotel Vancouver', 75)"
"('City of North Vancouver', 100)",('City of Vancouver,100,"('Art, Historical and Scientific Association of Vancouver', 83)","('Chinese Cultural Centre of Vancouver', 83)","('Chinese Cultural Centre of Vancouver', 83)"
"('Vancouver Island (Colony)', 100)",('Vancouver Island (Colony). Victoria,100,"('Vancouver Sun', 82)","('Vancouver Sun', 82)","('Hotel Vancouver', 75)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('CP Rail', 100)",('CP Rail,100,"('CP Air', 77)","('VIA Rail Canada', 73)","('CP Ships', 53)"
"('CP Rail', 100)",('CP Rail,100,"('CP Air', 77)","('VIA Rail Canada', 73)","('CP Ships', 53)"
"('CP Ships', 100)",('CP Ships,100,"('CP Hotels', 59)","('CP Air', 57)","('Motor Ship', 56)"
"('CP Ships', 100)",('CP Ships,100,"('CP Hotels', 59)","('CP Air', 57)","('Motor Ship', 56)"
"('Canada', 100)",('Canada,100,"('Government of Canada. Department of Immigration and Colonization.', 100)","('Government of Canada. Department of Immigration and Colonization. Chinese Immigration Service. ', 100)","('Government of Canada', 100)"
"('Canada', 100)",('Canada,100,"('Canada. Immigration Service', 100)","('Government of Canada. Department of Immigration and Colonization.', 100)","('Government of Canada. Department of Immigration and Colonization. Chinese Immigration Service. ', 100)"
"('Dixon, Charles', 100)","('Dixon, Charles",100,"('Davidson, Charles', 83)","('Brown, Charles', 77)","('Bohm, Charles', 74)"
"('Dixon, Charles', 100)","('Dixon, Charles",100,"('Davidson, Charles', 83)","('Brown, Charles', 77)","('Bohm, Charles', 74)"
"('Canada', 100)",('Canada,100,"('Dominion of Canada. Minister of Railways and Canals', 100)","('Canada. Department of Railways and Canals', 84)","('Air Canada', 75)"
"('Eastham, J.W.', 100)","('Eastham, J.W.",100,"('Mylett, W.J.', 57)","('Chapman, J. Howard A.', 55)","('Evatt, G.J.H.', 55)"
"('Eastham, J.W.', 100)","('Eastham, J.W.",100,"('Mylett, W.J.', 57)","('Chapman, J. Howard A.', 55)","('Evatt, G.J.H.', 55)"
"('Canada', 100)",('Canada,100,"('Eddy Match Company (Quebec, Canada)', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Elkan, Karl Heinz', 100)","('Elkan, Karl Heinz",100,"('American Mail Line', 53)","('Ekman, Elmer', 52)","('Meirat, Jean', 52)"
"('Elkan, Karl Heinz', 100)","('Elkan, Karl Heinz",100,"('American Mail Line', 53)","('Ekman, Elmer', 52)","('Meirat, Jean', 52)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Esquimalt and Nanaimo Railway Company', 100)",('Esquimalt and Nanaimo Railway Company,100,"('B. I. and H. Company ', 79)","('Wiley and Company', 79)","('Steele and Company', 76)"
"('Esquimalt and Nanaimo Railway Company', 100)",('Esquimalt and Nanaimo Railway Company,100,"('B. I. and H. Company ', 79)","('Wiley and Company', 79)","('Steele and Company', 76)"
"('Fairfield Shipbuilding and Engineering Company', 100)",('Fairfield Shipbuilding and Engineering Company,100,"('Fairfield Shipbuilding and Engineering Company', 100)","('Fairfield Shipbuilding and Engineering Company', 100)","('B. I. and H. Company ', 79)"
"('Fairfield Shipbuilding and Engineering Company', 100)",('Fairfield Shipbuilding and Engineering Company,100,"('Fairfield Shipbuilding and Engineering Company', 100)","('Fairfield Shipbuilding and Engineering Company', 100)","('B. I. and H. Company ', 79)"
"('Fairfield Shipbuilding and Engineering Company', 100)",('Fairfield Shipbuilding and Engineering Company,100,"('Fairfield Shipbuilding and Engineering Company', 100)","('Fairfield Shipbuilding and Engineering Company', 100)","('B. I. and H. Company ', 79)"
"('Finley, W.B.', 100)",('W.B.,100,"('Bailey, W.F.', 70)","('W.&D. Downey', 60)","('Neal, W.M.', 56)"
"('Fleming, Sandford', 100)","('Fleming, Sandford",100,"('Fleming, Sandford', 100)","('A. Fleming and Company', 65)","('Fleming Brothers (Victoria, B.C.)', 61)"
"('Fleming, Sandford', 100)","('Fleming, Sandford",100,"('Fleming, Sandford', 100)","('A. Fleming and Company', 65)","('Fleming Brothers (Victoria, B.C.)', 61)"
"('Fleming, Sandford', 100)","('Fleming, Sandford",100,"('Fleming, Sandford', 100)","('A. Fleming and Company', 65)","('Fleming Brothers (Victoria, B.C.)', 61)"
"('[Hudson ?] ', 100)","('Hudson, G.H.E. ",100,"(""Hudson's Bay Company"", 67)","('Rodmell, Harry Hudson', 67)","('Dring, H.G.', 57)"
"('Canada', 100)",('Canada,100,"('Geological Survey of Canada', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Glenbow-Alberta Institute. Glenbow Museum', 100)",('Glenbow-Alberta Institute. Glenbow Museum,100,"('Glenbow-Alberta Institute. Glenbow Museum', 100)","('Glenbow-Alberta Institute. Glenbow Museum', 100)","('Centennial Museum', 53)"
"('Glenbow-Alberta Institute. Glenbow Museum', 100)",('Glenbow-Alberta Institute. Glenbow Museum,100,"('Glenbow-Alberta Institute. Glenbow Museum', 100)","('Glenbow-Alberta Institute. Glenbow Museum', 100)","('Centennial Museum', 53)"
"('Glenbow-Alberta Institute. Glenbow Museum', 100)",('Glenbow-Alberta Institute. Glenbow Museum,100,"('Glenbow-Alberta Institute. Glenbow Museum', 100)","('Glenbow-Alberta Institute. Glenbow Museum', 100)","('Centennial Museum', 53)"
"('Glenbow-Alberta Institute. Glenbow Museum', 100)",('Glenbow-Alberta Institute. Glenbow Museum,100,"('Glenbow-Alberta Institute. Glenbow Museum', 100)","('Glenbow-Alberta Institute. Glenbow Museum', 100)","('Centennial Museum', 53)"
"('Golden Dragon (Restaurant)', 100)",('Golden Dragon (Restaurant),100,"('Yee Woo Restaurant', 71)","('California Restaurant', 65)","('Canadian International Dragon Boat Festival', 54)"
"('Golden Dragon (Restaurant)', 100)",('Golden Dragon (Restaurant),100,"('Yee Woo Restaurant', 71)","('California Restaurant', 65)","('Canadian International Dragon Boat Festival', 54)"
"('Canada', 100)",('Government of Canada. Board of Conciliation and Investigation. ,100,"('Canada', 100)","('Government of Canada. Department of Immigration and Colonization.', 100)","('Government of Canada. Department of Immigration and Colonization. Chinese Immigration Service. ', 100)"
"('Canada', 100)",('Canada,100,"('Government of Canada', 100)","('Government of Canada. Department of the Secretary of State of Canada.', 100)","('Government of Canada. Department of the Secretary of State of Canada.', 100)"
"('Canada', 100)",('Canada,100,"('Government of Canada', 100)","('Government of the Dominion of Canada', 100)","('Government of Canada. Department of the Secretary of State of Canada.', 84)"
"('Gowlland, Gladys M.', 100)","('Gowlland, Gladys M.",100,"('Holland, A.J.', 64)","('Williams, David M.', 55)","('Pollard, Harry', 53)"
"('Gowlland, Gladys M.', 100)","('Gowlland, Gladys M.",100,"('Holland, A.J.', 64)","('Williams, David M.', 55)","('Pollard, Harry', 53)"
"('Canada', 100)",('Canada,100,"('Great North Western Telegraph Company of Canada', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Hamburg-American Line', 100)",('Hamburg-American Line,100,"('Hamburg-American Line', 100)","('American Mail Line', 84)","('Holland-America Line', 73)"
"('Hamburg-American Line', 100)",('Hamburg-American Line,100,"('Hamburg-American Line', 100)","('American Mail Line', 84)","('Holland-America Line', 73)"
"('Hamburg-American Line', 100)",('Hamburg-American Line,100,"('Hamburg-American Line', 100)","('American Mail Line', 84)","('Holland-America Line', 73)"
"('Hiram L. Piper Company', 100)",('Piper,100,"('G. High Company', 67)","('Hall China Company', 67)","('Yip Sang Company', 65)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Hotels', 100)","('Canadian Pacific Hotels', 100)","('Canadian Pacific Hotels', 100)"
"('[Hudson ?] ', 100)","(""Hudson's Bay Company",100,"('G. High Company', 67)","('Hudson, G.H.E. ', 67)","('Wong Chong and Company', 67)"
"('Illustrated London News', 100)",('Illustrated London News,100,"('Canadian Illustrated News', 83)","('London News Agency', 76)","('Tress London Hats', 60)"
"('Canada', 100)",('Canada,100,"('International Silver Company of Canada', 100)","('Air Canada', 75)","('Canadian National Railway Company', 73)"
"('Keefer, Thomas C.', 100)","('Thomas, C.",100,"('Kan, Thomas', 75)","('Keefer, G.A.', 75)","('Rutter, Thomas H.', 67)"
"('Kennedy Photographer', 100)",('Kennedy Photographer,100,"('Kennedy, Howard Angus', 60)","('Baoguang Photography', 60)","('Wide World Photography', 57)"
"('Kennedy Photographer', 100)",('Kennedy Photographer,100,"('Kennedy, Howard Angus', 60)","('Baoguang Photography', 60)","('Wide World Photography', 57)"
"('Canada', 100)",('Canada,100,"('Kodak Canada Inc.', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Chinese Nationalist League of Canada', 100)",('Chinese Nationalist League,100,"('Chinese Nationalist League of Canada', 100)","('Chinese Nationalist League of Canada', 100)","('Chinese Times', 70)"
"('Lavallee, Omer', 100)","('Lavallee, Omer",100,"('Beaven, Robert', 54)","('Cameron, Allan', 54)","('Price, J. Glanville', 53)"
"('Lavallee, Omer', 100)","('Lavallee, Omer",100,"('Beaven, Robert', 54)","('Cameron, Allan', 54)","('Price, J. Glanville', 53)"
"('Lefroy, Walter J.M.', 100)","('M.,J. ",100,"('Jones, Walter R.', 65)","('Moberly, Walter', 65)","('Leonard, J.M.', 64)"
"('Leonard, J.M.', 100)","('M.,J. ",100,"('Frank, Leonard', 78)","('McCann, Leonard G. ', 78)","('Richmond, Leonard', 78)"
"('Logan, Maurice', 100)","('Logan, Maurice ",100,"('Gascogne, Margaret', 53)","('Price, J. Glanville', 53)","('DeMorgan, E.', 52)"
"('Lefroy, Walter J.M.', 100)","('Leonard, J.M.",100,"('M.,J. ', 100)","('McCormick, J.M.', 100)","('Taylor, J.M.', 100)"
"('MacDonell, Andrew ', 100)","('MacDonell, Roderick Andrew",100,"('McDonnell, T.E.', 69)","('McKell, James', 57)","('Mackenzie, A.D.', 55)"
"('MacDonell, Andrew ', 100)","('MacDonell, Roderick Andrew",100,"('Oelrichs and Co.', 60)","('McDonnell, T.E.', 58)","('Cochrane, Fredrick E.', 55)"
"('British Silverware, Ltd.,  Mappin and Webb', 100)",('Mappin and Webb ,100,"('Mayo and Weed', 64)","('Wiley and Company', 63)","('Winter and Pond Company', 58)"
"('Logan, Maurice', 100)","('Logan, Maurice ",100,"('Gascogne, Margaret', 53)","('Price, J. Glanville', 53)","('DeMorgan, E.', 52)"
"('M.,J. ', 100)","('McCormick, J.M.",100,"('Morck, G.', 60)","('Morris, J.', 57)","('Tomicki, John', 56)"
"('Canada', 100)",('Canada,100,"('Missionary Society Church of England in Canada', 100)","(""United Church of Canada. Woman's Missionary Society"", 86)","('United Church of Canada', 82)"
"('Mitchell', 100)","('Mitchell, William",100,"('Mitchell-Foley, Ltd', 100)","('Metcalf', 53)","('Campbell', 50)"
"('Mitchell', 100)","('Mitchell, William",100,"('Macdougall, William', 71)","('Mitchell-Foley, Ltd', 67)","('Notman, William', 67)"
"('Mitchell', 100)","('Mitchell-Foley, Ltd",100,"('Mitchell, William', 67)","('Fourways Travel Limited', 54)","('Smith, Donald', 53)"
"('Montreal Gazette', 100)",('Montreal Herald and Daily Commercial Gazette,100,"('Montreal Gazette', 100)","('Moore, Gary', 54)","('Smith, George Venable', 50)"
"('Montreal Gazette', 100)",('Montreal Herald and Daily Commercial Gazette,100,"('Montreal Gazette', 100)","('Daily Mail', 67)","('Theo H. Davies and Company. Travel Department.', 55)"
"('Moore', 100)","(' Moore, [Elbridge W.]",100,"('Moore, Gary', 100)","('Moore, M.W.', 100)","('Morton-Parke', 59)"
"('Moore', 100)","(' Moore, [Elbridge W.]",100,"('Moore, M.W.', 88)","('Moore, Gary', 67)","('Brodie, H.W.', 54)"
"('Moore', 100)","('Moore, Gary",100,"('Moore, M.W.', 71)","(' Moore, [Elbridge W.]', 67)","('Gay, W.R.', 59)"
"('Moore', 100)","('Moore, M.W.",100,"(' Moore, [Elbridge W.]', 88)","('M., W.F. ', 75)","('Moore, Gary', 71)"
"('Morant, Nicholas', 100)","('Morant, Nicholas",100,"('Crump, Nicholas', 73)","('Nichol, Alex', 62)","('Kan, Thomas', 56)"
"('Morris, Elizabeth Keith', 100)","('Morris, Keith",100,"('Morris, J.', 86)","('Seal, Elizabeth Rayner', 60)","('Richardson, Florence Elizabeth', 59)"
"('Morris, Elizabeth Keith', 100)","('Morris, Keith",100,"('Morris, J.', 86)","('Hesketh, Les.', 52)","('King, Marcus', 52)"
"('Canada', 100)",('Canada,100,"('National Defense Photograph Canada', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Morant, Nicholas', 100)","('Morant, Nicholas",100,"('Crump, Nicholas', 73)","('Nichol, Alex', 62)","('Kan, Thomas', 56)"
"('North Staffordshire Pottery Company', 100)",('North Staffordshire Pottery Company,100,"('G. High Company', 67)","('Crown Staffordshire Porcelain Co. Ltd.', 65)","('Pullman Company', 64)"
"('North Staffordshire Pottery Company', 100)",('North Staffordshire Pottery Company,100,"('G. High Company', 67)","('Crown Staffordshire Porcelain Co. Ltd.', 65)","('Pullman Company', 64)"
"('William Notman and Son Photography', 100)","('Notman, William",100,"('Notman, William', 100)","('William Notman and Son Photography', 100)","('William Notman and Son Photography', 100)"
"('William Notman and Son Photography', 100)","('Notman, William",100,"('Notman, William', 100)","('William Notman and Son Photography', 100)","('William Notman and Son Photography', 100)"
"('Canadian Pacific Steamship Company', 100)",('Canadian Pacific Steamship Company,100,"('Canadian Pacific Steamship Company', 100)","('Canadian Pacific Steamship Company', 100)","('Canadian Pacific Railway Company', 86)"
"('Finley, W.B.', 100)",('W.B.,100,"('McAlpin, Arthur B. and Lamb, Charles', 50)","('Chinese Benevolent Association (Vancouver, B.C.)', 50)","('Anderson, Garry W.', 50)"
"('Peiping-Liaoning Railway', 100)",('Peiping-Liaoning Railway,100,"('Great Indian Peninsula Railway', 63)","('Canadian Pacific Railway Company', 57)","('Canadian Pacific Railway Company', 57)"
"('Peiping-Liaoning Railway', 100)",('Peiping-Liaoning Railway,100,"('Great Indian Peninsula Railway', 63)","('Canadian Pacific Railway Company', 57)","('Canadian Pacific Railway Company', 57)"
"('Hiram L. Piper Company', 100)",('Piper,100,"('Peters, Denis', 47)","('Rand & Lipsett', 47)","('CP Ships', 46)"
"('Pullman Company', 100)","(""Pullman's Palace Car Company",100,"('R.H. Trueman & Company', 71)","('R.H. Trueman & Company', 71)","('R.H. Trueman & Company', 71)"
"('Pullman Company', 100)","(""Pullman's Palace Car Company",100,"('G. High Company', 67)","(""Hudson's Bay Company"", 62)","('Yip Sang Company', 61)"
"('R.H. Trueman & Company', 100)",('R.H. Trueman & Company,100,"('R.H. Trueman & Company', 100)","('H. Shorey & Company', 72)","('Pullman Company', 71)"
"('R.H. Trueman & Company', 100)",('R.H. Trueman & Company,100,"('R.H. Trueman & Company', 100)","('H. Shorey & Company', 72)","('Pullman Company', 71)"
"('Richardson, Carrie Ingels', 100)","('Richardson, Carrie Ingels",100,"('Richardson, C.', 91)","('Richardson, Mary Caroline', 71)","('Richard Beard Marine Paintings', 67)"
"('Richardson, Carrie Ingels', 100)","('Richardson, Carrie Ingels",100,"('Richardson, C.', 91)","('Richardson, Mary Caroline', 71)","('Richard Beard Marine Paintings', 67)"
"('Richardson, Florence Elizabeth', 100)","('Richardson, Florence Elizabeth",100,"('Richardson, C.', 91)","('Richardson, Carrie Ingels', 60)","('Richardson, Carrie Ingels', 60)"
"('Richardson, Florence Elizabeth', 100)","('Richardson, Florence Elizabeth",100,"('Richardson, C.', 91)","('Richardson, Carrie Ingels', 60)","('Richardson, Carrie Ingels', 60)"
"('Robinson, Captain Samuel', 100)","('Robinson, Captain Samuel",100,"('Robinson, Howard', 70)","('Robinson, Hugh G.', 70)","('Thorne, Samuel', 63)"
"('Robinson, Captain Samuel', 100)","('Robinson, Captain Samuel",100,"('Robinson, Howard', 70)","('Robinson, Hugh G.', 70)","('Thorne, Samuel', 63)"
"('[Hudson ?] ', 100)","('Rodmell, Harry Hudson",100,"('Hudson, G.H.E. ', 67)","(""Hudson's Bay Company"", 60)","('Mowell & Morrison', 57)"
"('Allan Line Royal Mail Steamers', 100)",('Allan Line Royal Mail Steamers,100,"('Allan Line Royal Mail Steamers', 100)","('Allan Line Royal Mail Steamers', 100)","('Nederland Royal Mail Line', 75)"
"('Thompson, Stephen Joseph', 100)","('Thompson, Stephen Joseph",100,"('Thompson, Stephen Joseph', 100)","('Pope, Joseph', 71)","('Stephen, George', 67)"
"('Canada', 100)",('Canada,100,"('Government of Canada', 100)","('Government of Canada. Department of the Secretary of State of Canada.', 100)","('Government of Canada. Department of the Secretary of State of Canada.', 100)"
"('Shipbuilder Press ', 100)",('Shipbuilder Press ,100,"('Schruder, Robert', 56)","('Wilder, Charles T.', 55)","('Vancouver Express', 53)"
"('Shipbuilding and Shipping Record', 100)",('Shipbuilding and Shipping Record,100,"('Fairfield Shipbuilding and Engineering Company', 67)","('Fairfield Shipbuilding and Engineering Company', 67)","('Fairfield Shipbuilding and Engineering Company', 67)"
"('Shipbuilding and Shipping Record', 100)",('Shipbuilding and Shipping Record,100,"('Fairfield Shipbuilding and Engineering Company', 67)","('Fairfield Shipbuilding and Engineering Company', 67)","('Fairfield Shipbuilding and Engineering Company', 67)"
"('Lowe, Skene', 100)","('Lowe, Skene",100,"('Lee, Joe', 59)","('Hale, Katherine', 58)","('Slevin, L.', 56)"
"('Lowe, Skene', 100)","('Lowe, Skene",100,"('Lee, Joe', 59)","('Hale, Katherine', 58)","('Slevin, L.', 56)"
"('Steele and Company', 100)",('Steele and Company,100,"('Wiley and Company', 80)","('B. I. and H. Company ', 79)","('A. Fleming and Company', 76)"
"('Steele and Company', 100)",('Steele and Company,100,"('Wiley and Company', 80)","('B. I. and H. Company ', 79)","('A. Fleming and Company', 76)"
"('M.,J. ', 100)","('Taylor, J.M.",100,"('Taylor and Kent', 75)","('Taylor, Alice', 75)","('Leonard, J.M.', 67)"
"('British Columbia Packers Association', 100)",('British Columbia Packers Association,100,"('British Columbia Legislative Association', 88)","('Tourism British Columbia', 80)","('British Association of Winnipeg', 76)"
"('Chinese Cultural Centre of Vancouver', 100)",('Chinese Cultural Centre of Vancouver,100,"('Chinese Cultural Centre of Vancouver', 100)","('City of Vancouver', 83)","('Vancouver Sun', 82)"
"('Canada', 100)",('Canada,100,"('Chinese Nationalist League of Canada', 100)","('Chinese Nationalist League', 100)","('Chinese Nationalist League of Canada', 100)"
"('Chinese Times', 100)",('Times,100,"('Chinese District Jubilee Queen Committee', 70)","(""Chinese United Growers' Association"", 70)","('Chinese Benevolent Association (Vancouver, B.C.)', 70)"
"('Fairfield Shipbuilding and Engineering Company', 100)",('Fairfield Shipbuilding and Engineering Company,100,"('Fairfield Shipbuilding and Engineering Company', 100)","('Fairfield Shipbuilding and Engineering Company', 100)","('B. I. and H. Company ', 79)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Illustrated London News', 100)",('Illustrated London News,100,"('Canadian Illustrated News', 83)","('London News Agency', 76)","('Tress London Hats', 60)"
"('Province (Newspaper)', 100)",('Province (Newspaper),100,"('Province of British Columbia', 62)","('Vancouver Daily Province', 62)","('Kessler Productions', 54)"
"('Province (Newspaper)', 100)",('Province (Newspaper),100,"('Province of British Columbia', 62)","('Vancouver Daily Province', 62)","('Kessler Productions', 54)"
"('Shipbuilder Press ', 100)",('Shipbuilder Press ,100,"('Schruder, Robert', 56)","('Wilder, Charles T.', 55)","('Vancouver Express', 53)"
"('Chinese Times', 100)",('Times,100,"('Victoria Daily Times', 100)","('Limoges', 67)","('Temple Tours', 47)"
"('Travel Guild Incoprorated', 100)",('Travel Guild Incoprorated,100,"('Deisgners Three Incorporated ', 64)","('Brownell Travel', 57)","('P. Lawson Travel', 57)"
"('Travel Guild Incoprorated', 100)",('Travel Guild Incoprorated,100,"('Deisgners Three Incorporated ', 64)","('Brownell Travel', 57)","('P. Lawson Travel', 57)"
"('Canada', 100)",('Canada,100,"('United Church of Canada', 100)","(""United Church of Canada. Woman's Missionary Society"", 100)","('Missionary Society Church of England in Canada', 82)"
"('Vancouver Sun', 100)",('Vancouver Evening Sun,100,"('Vancouver Sun', 100)","('British Columbia. Vancouver Magistrate. ', 82)","('Chinese Benevolent Association (Vancouver, B.C.)', 82)"
"('Canada', 100)",('Canada,100,"('The Western Canada Wholesale Co. Ltd.', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Canada', 100)",('Canada,100,"('United Church of Canada', 100)","(""United Church of Canada. Woman's Missionary Society"", 100)","('Missionary Society Church of England in Canada', 86)"
"('World Ship Society', 100)",('World Ship Society,100,"('Motor Ship', 64)","('Vancouver Historical Society', 57)","('American Geographical Society', 56)"
"('Thom, A.B.', 100)","('Thom, A.B.",100,"('Kan, Thomas', 67)","('Thom Studio', 67)","('Thom, Henry', 67)"
"('Thom, A.B.', 100)","('Thom, A.B.",100,"('Kan, Thomas', 67)","('Thom Studio', 67)","('Thom, Henry', 67)"
"('Keefer, Thomas C.', 100)","('Thomas, C.",100,"('Kan, Thomas', 86)","('Menzies, Thomas Philip Oxenham', 86)","('Rutter, Thomas H.', 86)"
"('Thompson, Stephen Joseph', 100)","('Thompson, Stephen Joseph",100,"('Thompson, Stephen Joseph', 100)","('Pope, Joseph', 71)","('Stephen, George', 67)"
"('Thompson, Stephen Joseph', 100)","('Thompson, Stephen Joseph",100,"('Thompson, Stephen Joseph', 100)","('Pope, Joseph', 71)","('Stephen, George', 67)"
"('Thomas Cook & Son, Ltd.', 100)","('Thomas Cook & Son, Ltd.",100,"('Thomas, C.', 86)","('Kan, Thomas', 75)","('White, Thomas', 67)"
"('Thomas Cook & Son, Ltd.', 100)","('Thomas Cook & Son, Ltd.",100,"('Thomas, C.', 86)","('Kan, Thomas', 75)","('White, Thomas', 67)"
"('Timms, Philip Thomas', 100)","('Timms, Philip Thomas",100,"('Timms, Philip Thomas', 100)","('Thomas, C.', 86)","('Menzies, Thomas Philip Oxenham', 81)"
"('Timms, Philip Thomas', 100)","('Timms, Philip Thomas",100,"('Timms, Philip Thomas', 100)","('Thomas, C.', 86)","('Menzies, Thomas Philip Oxenham', 81)"
"('Timms, Philip Thomas', 100)","('Timms, Philip Thomas",100,"('Timms, Philip Thomas', 100)","('Thomas, C.', 86)","('Menzies, Thomas Philip Oxenham', 81)"
"('Topical Press Agency', 100)",('Topical Press Agency,100,"('Sport & General Press Agency, Ltd.', 75)","(""T Long's Special Agency"", 60)","('North Pacific Press', 56)"
"('Topical Press Agency', 100)",('Topical Press Agency,100,"('Sport & General Press Agency, Ltd.', 75)","(""T Long's Special Agency"", 60)","('North Pacific Press', 56)"
"('Canada', 100)",('Air Canada,100,"('Canada', 100)","('Trans-Canada Air Lines', 100)","('Canadian Pacific Air Lines', 75)"
"('R.H. Trueman & Company', 100)",('R.H. Trueman & Company,100,"('R.H. Trueman & Company', 100)","('H. Shorey & Company', 72)","('Pullman Company', 71)"
"('Montreal Gazette', 100)",('Montreal Herald and Daily Commercial Gazette,100,"('Montreal Gazette', 100)","('Moore, Gary', 54)","('Smith, George Venable', 50)"
"('Union Steam Ship Company of New Zealand Limited', 100)",('Union Steam Ship Company of New Zealand Limited,100,"('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)"
"('Union Steam Ship Company of New Zealand Limited', 100)",('Union Steam Ship Company of New Zealand Limited,100,"('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)"
"('Union Steam Ship Company of New Zealand Limited', 100)",('Union Steam Ship Company of New Zealand Limited,100,"('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)"
"('Union Steam Ship Company of New Zealand Limited', 100)",('Union Steam Ship Company of New Zealand Limited,100,"('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)"
"('Union Steam Ship Company of New Zealand Limited', 100)",('Union Steam Ship Company of New Zealand Limited,100,"('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)"
